VerbatimTweet	CleanedTweet	Predicted	Actual
my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl	dogs making ridiculous sounds right like high pitched gargle-y growl	0.4554984	0.333
Time wounds all heels.\n\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016	time wounds heels. drunkjesus rt lol wisdom quote comedy self revenge grudge hate time funny politics trump potus2016	0.40653667	0.438
I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? ðŸ˜…	ever know change vibe ruined. considered holding grudge ? ðÿ˜…	0.526387	0.375
(whisper) I cannot frown.	whisper cannot frown.	0.3386025	0.333
Chick told me I look like Childish Gambino. #insult or #compliment	chick told look like childish gambino. insult compliment	0.45193616	0.542
Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute	boys dm pictures cocks ! best one get uploaded ! â˜ºï¸ðÿ’¦ðÿ’¦ cumtribute dm snap snapchat snapme nudes dickpic cocktribute	0.30889884	0.5
Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute	boys dm pictures cocks ! best one get uploaded ! â˜ºï¸ðÿ’¦ðÿ’¦ cumtribute dm snapchat snapme nudes dickpic cocktribute	0.35050058	0.396
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right 	dentist said me' going numb front lip feel got lips like pete burns !...... right	0.5252422	0.396
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout	dentist said me' going numb front lip feel got lips like pete burns !...... right pout	0.5784939	0.375
@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!ðŸ† I think we have a good shot of beating Deep Run tomorrow! #revenge	go jags ! !ðÿ† think good shot beating deep run tomorrow ! revenge	0.48908207	0.417
@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!ðŸ† I think we have a good shot of beating Deep Run tomorrow! 	go jags ! !ðÿ† think good shot beating deep run tomorrow !	0.39386153	0.333
Its worth noting that despite the animosity between the US president and the Israeli president they both behaved as gentleman.	worth noting despite animosity us president israeli president behaved gentleman.	0.39044398	0.375
@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile	good. takes muscles frown smile	0.2515576	0.229
Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy	every cal person snap chic-fil-a story.. lol yummy	0.43789643	0.125
@HannahFJames I'm distraught! ðŸ˜­ Candice and her pout can piss off	distraught ! ðÿ˜­ candice pout piss	0.60229754	0.625
@pxrfectpeach it's got her little pout	got little pout	0.44570133	0.458
@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat	like going called cardiac arrest turned cut finger ! fuming medchat	0.5992399	0.583
@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat	like going called cardiac arrest turned cut finger ! medchat	0.49623713	0.542
@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph	wow. heard forever. random but. great xph	0.48074538	0.25
@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph	wow. heard forever. random but. great sting xph	0.4372693	0.229
Clash of the titans and wrath of the titans ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ ðŸ”¥	clash titans wrath titans ðÿ™œðÿ¾ðÿ™œðÿ¾ðÿ™œðÿ¾ ðÿ”¥	0.36473987	0.312
your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)	outrage tweets jokes attention exactly mlo wants meant defense	0.5319443	0.438
Just watching crimewatch what kind of sick fuck touches 6 year olds ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ shit like this makes me fume!!!	watching crimewatch kind sick fuck touches 6 year olds ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ shit like makes fume ! ! !	0.57070524	0.688
I've never seen fast &amp; furious Tokyo drift. Boutta watch it	never seen fast & furious tokyo drift. boutta watch	0.4398157	0.229
i'll get my revenge soon	get revenge soon	0.46228874	0.604
if i don't answer your 50 texts pls don't snap me	answer 50 texts pls snap	0.27105558	0.333
Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury	good luck fury-haney players playing weekend future stars showcase frisco tx. kgb g-town fury	0.42963398	0.396
#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.	scorpio withdraw quiet place hurt think plan sting back.	0.4267746	0.583
@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol	hit lot irate villa fans lol	0.5574439	0.333
@jamiesmart Huh! It's always my fault isn't it &gt;:(  #sulk	huh ! always fault >: sulk	0.5149287	0.646
@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk	huh ! always fault >: huff sulk	0.50521487	0.562
@Dak2future decorations are up all over Jersey already #outrage	decorations jersey already outrage	0.5237518	0.562
@Dak2future decorations are up all over Jersey already 	decorations jersey already	0.46695134	0.208
The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days	ghost stefano reflects grim indignity murdered corrupt cops faux love. days	0.476018	0.521
@RiveraJose39 happy birthday to my seedâ€¼ï¸â€¼ï¸â€¼ï¸ #renewtherivalry #imyourdaddy #cantbeatme  #tater	happy birthday seedâ€¼ï¸â€¼ï¸â€¼ï¸ renewtherivalry imyourdaddy cantbeatme tater	0.42821535	0.375
@RiveraJose39 happy birthday to my seedâ€¼ï¸â€¼ï¸â€¼ï¸ #renewtherivalry #imyourdaddy #cantbeatme #madden #tater	happy birthday seedâ€¼ï¸â€¼ï¸â€¼ï¸ renewtherivalry imyourdaddy cantbeatme madden tater	0.34969115	0.138
@lyssababe615 \nIf this room was burning ðŸ”¥	room burning ðÿ”¥	0.55813307	0.5
What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger, the constant waiting.. what u do ? @ritujai18874	u wen ur love cheats u ? wen thy understand emotions behind anger constant waiting.. u ?	0.40117785	0.458
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome	turn shit ! home button accessibility. innovation become mind fuckery ? rage. iphonephonehome	0.5956846	0.667
Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober ðŸ˜‚	anyway car furious white men really funny story tell sober ðÿ˜‚	0.521597	0.333
@TheAlexValle Tio Valle, please! WNF grudge match @Anti with Low Tier God!!!	tio valle please ! wnf grudge match low tier god ! ! !	0.55209917	0.396
@hanktastic1776 @sue51684 @EternalRiteWing If you watch his UN speech you can see his resentment towards us Americans!!!!ðŸ‡ºðŸ‡¸âœðŸ‡ºðŸ‡¸	watch un speech see resentment towards us americans ! ! ! !ðÿ‡ºðÿ‡¸âœðÿ‡ºðÿ‡¸	0.51892626	0.521
2 days on.......never a fucking pen!!!! #nffc 	2 days on.......never fucking pen ! ! ! ! nffc	0.5521421	0.85
2 days on.......never a fucking pen!!!! #nffc #bitter	2 days on.......never fucking pen ! ! ! ! nffc bitter	0.694863	0.667
@EASPORTS_MUT fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens	fix home/away deptch chart invalid glitch. close madden re-open everytime happens	0.5253642	0.521
My anger is boiling over.	anger boiling over.	0.7474273	0.75
Glasgow Girls' is a real tonic @stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice	glasgow girls' real tonic :an eclectic range songs barbed humour eloquence fiery rage injustice	0.3880904	0.583
fuming	fuming	0.7696542	0.708
@TDsNation only good thing in madden is DC	good thing madden dc	0.3850441	0.188
LOL I have reminders for my ex-gf's birthday approaching. Too bad she considers me acknowledging her existence an affront...	lol reminders ex-gf birthday approaching. bad considers acknowledging existence affront...	0.528085	0.583
Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form	hell hath fury like late twenty something dude concur government session keeps expiring submit form	0.7161743	0.479
@shod_jpg aye man she was fuming xo	aye man fuming xo	0.5431835	0.5
There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?	adults commiting serious crimes name protest.like burning library expecting get warning ?	0.57983315	0.604
@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job	fret -- guy mad elected might get real job	0.5650316	0.583
Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual	imagine celtic burst net wae every attempt nutt old dain hard way usual	0.4088294	0.312
Fuckin hell even seeing your face makes me fume	fuckin hell even seeing face makes fume	0.593226	0.901
Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?	yoif talking horoscopes really clue saying gonna act offended question ?	0.6473226	0.672
Bon on allume madden	bon allume madden	0.4024868	0.312
@omgitsbrittanyy @WittLowry u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol ðŸ–•ðŸ»	u probably irritate shit always talking him. could probably give 2 shits u lol ðÿ–•ðÿ»	0.5522058	0.667
is it an insult or compliment to be told i look like a really happy duck	insult compliment told look like really happy duck	0.37802473	0.333
#TheWordOfGOD #taught, #preached #correctly will #ComfortTheAfflicted &amp; #AfflictTheComfortable; it will #offend &amp; #TellTheTruth #AboutSin!	thewordofgod taught preached correctly comforttheafflicted & afflictthecomfortable; offend & tellthetruth aboutsin !	0.53576547	0.438
@JoyAnnReid you're right choice I had to slam him he is one ignorant man and I really resent that statement Don King is an embarrassment	right choice slam one ignorant man really resent statement king embarrassment	0.6187119	0.771
not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike	going waste energy holding grudge someone wasnt even life year xd time release feelings dislike	0.53464305	0.583
sixth form has destroyed my glowing skin im fuming	sixth form destroyed glowing skin im fuming	0.6175317	0.6
How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat #rage	hard get touch one simple question ca find answer website 1 hour waiting online chat rage	0.55566126	0.667
How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat 	hard get touch one simple question ca find answer website 1 hour waiting online chat	0.5040061	0.646
@AdamRichards_10 I done a mix of win and -1 and scores are 2-0 2-0 3-0 4-0 4-0 and then moyes was 1-0 down was fuming. Would of been easy	done mix win -1 scores 2-0 2-0 3-0 4-0 4-0 moyes 1-0 fuming. would easy	0.59466	0.479
@VeyGraphics I had to unfollow, he got trolled by trolls. His revenge trolling just caused a lot of collateral damage.	unfollow got trolled trolls. revenge trolling caused lot collateral damage.	0.5265859	0.479
very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage	little frustrates much misplacing something. looking keys 2 hours rage	0.5944001	0.771
very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now 	little frustrates much misplacing something. looking keys 2 hours	0.57032377	0.562
Lol Adam the Bull with his fake outrage...	lol adam bull fake outrage...	0.37496525	0.417
This uber driver TRIED it with me &amp; he'll feel my wrath	uber driver tried & feel wrath	0.5320262	0.729
@xBladeMania 'I didn't see them???' huff.	'i see ? ? ?' huff.	0.55175143	0.417
Should I give the windy tiger those ankle and wrist tapes? I didn't include any character-specific details in the burning fox, so...	give windy tiger ankle wrist tapes ? include character-specific details burning fox so...	0.42311907	0.419
Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'	aidy: physics question aidy: '... ok gonna ask tristan cause wanna aggravate her'	0.4109616	0.319
India should now react to the uri attack..... 	india react uri attack.....	0.48061314	0.521
India should now react to the uri attack..... #revenge	india react uri attack..... revenge	0.47118813	0.438
I'd rather dump gasoline all over myself and run into a burning building than use Excel.	would rather dump gasoline run burning building use excel.	0.5881543	0.75
@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel 	website making feel violent rage upgrade options helping either. aaaaarrrrgghhh iwanttocancel	0.5902374	0.934
@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel #rage	website making feel violent rage upgrade options helping either. aaaaarrrrgghhh iwanttocancel rage	0.62060404	0.737
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious	correction 26 ppl. checked in. standing gate. & flt 1449 took without us. furious	0.43849593	0.646
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. 	correction 26 ppl. checked in. standing gate. & flt 1449 took without us.	0.44631815	0.438
The medicine is burning  me	medicine burning	0.5825174	0.396
@DepressedStride &gt; huff louder	> huff louder	0.46610388	0.375
Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder	another raging storm brought emotions sorry everyone. enjoy thunder	0.39277086	0.667
@esraalajmy huff btw tyðŸ˜”	huff btw tyðÿ˜”	0.60009617	0.375
Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??	found tonight son practical work counting towards gcse exam. ok ! thought stem rage ? ?	0.4358269	0.562
@Iucifaer you can go on what you usually do its just their own personal reason and not mean to offend anyone :(	go usually personal reason mean offend anyone :	0.45601228	0.625
@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. 	'customer service ' beyond appalling. faulty dryer replacement breaks within wks parts 3 wks. engineers show.	0.53924686	0.729
@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. #fuming	'customer service ' beyond appalling. faulty dryer replacement breaks within wks parts 3 wks. engineers show. fuming	0.6580224	0.646
@tttinplay nice. why are u fuming then ðŸ˜‚	nice. u fuming ðÿ˜‚	0.61681527	0.312
@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage	room jokes hockey ! serious business made teams fill tournament ! outrage	0.39653033	0.646
@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! 	room jokes hockey ! serious business made teams fill tournament !	0.43042585	0.5
Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town 	good luck fury-haney players playing weekend future stars showcase frisco tx. kgb g-town	0.3880151	0.271
@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin #snap	offered gold silver said nah... bitcoin snap	0.3789762	0.521
@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin 	offered gold silver said nah... bitcoin	0.28116053	0.438
@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other'	spent campaign dividing people pitting other. message fear resent 'other'	0.6678701	0.604
gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies ðŸ¤˜ðŸ¼	gonna eat pick brother get car washed & finally go home ressssst & watch fast & furious movies ðÿ¤˜ðÿ¼	0.45473677	0.25
Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat	yeah no. don' mind tweetin' twice. snap blm likethat	0.356286	0.396
Yeah, no. I don' mind tweetin' that twice.  #blm #likeThat	yeah no. don' mind tweetin' twice. blm likethat	0.3900868	0.375
#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away.	violence fix violence. pain anger reaction brain. cure pain anger go away.	0.46956113	0.417
Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb	tears eyes dry wo burning like wire lightbulb	0.4962982	0.583
I'm furious!!!!	furious ! ! ! !	0.7436189	0.833
@CSNHayes understandable. Hard when he has zero offense behind him, and only a few wins since the All-Star Break.	understandable. hard zero offense behind wins since all-star break.	0.41477054	0.271
@Mick727XD I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished.	know furious stop fucking moaning. win 7th game last season finished.	0.6200938	0.729
Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace âœŒï¸ï¸	especially comes voicing displeasure ca tell straight hold peace âœœï¸ï¸	0.46004933	0.354
@BoJackHorseman if your depressed and somebody calls you long faced will you still automatically take umbrage?	depressed somebody calls long faced still automatically take umbrage ?	0.586333	0.354
Oh yeah Squid face God madden 17 xbox1 come see me	oh yeah squid face god madden 17 xbox1 come see	0.3327562	0.25
My cat is bloody lucky the RSPCA weren't open at 3am last night!!! #fuming ðŸ˜¡ðŸ±	cat bloody lucky rspca open 3am last night ! ! ! fuming ðÿ˜¡ðÿ±	0.4324215	0.75
@mofspades or maybe he's like my dad and no hair grows on his body... (I will always resent my mother's genes for taking this from me)	maybe like dad hair grows body... always resent mother genes taking	0.43573606	0.438
Circle K is dead to me. I hate your new slushie machine. #irate #livid	circle k dead me. hate new slushie machine. irate livid	0.6504327	0.833
Circle K is dead to me. I hate your new slushie machine.  #livid	circle k dead me. hate new slushie machine. livid	0.6354173	0.75
the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms	world drives whoever assessed tenderhearted vulnerable build guards & invigorate raging self defense mechanisms	0.46898943	0.529
I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me	see end bitter tragedy give spend give nothing back	0.4402046	0.542
@HillaryClinton It's your party that has divided this nation.  You inflame the minority population as well as pander.  You are a disgrace.	party divided nation. inflame minority population well pander. disgrace.	0.6253856	0.646
Or when they hmu on snap, and I'm like.. which one are you. ðŸ’€	hmu snap like.. one you. ðÿ’€	0.27221584	0.417
@SharadK7 awaiting to see ur new avataar #rowdy #action #angry young man	awaiting see ur new avataar rowdy action angry young man	0.5155589	0.417
@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (ÕŸàº´Í«àª˜ ÕŸàº´Í«)	starved content would take would def pout õÿàº´í«àª˜ õÿàº´í«	0.46004277	0.396
I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer	freaking hate working word phone rage write writing writerslife writerproblems writer	0.73639536	0.663
I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer	freaking hate working word phone write writing writerslife writerproblems writer	0.61625105	0.542
@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum	species cf. jr. refugees/skittles.know likes snacksbut even frown talking eating humans lizardscum	0.30469024	0.458
@RadiateZen That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn	true go ways. receiving end vegans wrath ! lol ! personally would condemn	0.5530177	0.417
Fear the fearsome fury of the forest fawn!	fear fearsome fury forest fawn !	0.5568572	0.375
@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain 	spent 2 fucking hours still ca get dam siva fragment fellwinters peak mountain	0.630043	0.812
@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain #angry	spent 2 fucking hours still ca get dam siva fragment fellwinters peak mountain angry	0.82956576	0.708
@victoriarghhh not mad but tilting? slightly irate? is that cool?	mad tilting ? slightly irate ? cool ?	0.47160566	0.458
I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming	love people say racist right say racist shit... works... fuming	0.6844077	0.792
I love when people say they aren't racist right before they say some racist shit... Not how that works... 	love people say racist right say racist shit... works...	0.60639054	0.583
@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming	delays streatham cmn clap junc & train took 20 mins 9 mins journey. missed 2 trains reading fuming	0.50409424	0.628
@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading 	delays streatham cmn clap junc & train took 20 mins 9 mins journey. missed 2 trains reading	0.38015062	0.583
What's with all pre industrial revolution-esque footwear? You guys tryin out for grapes of wrath today?	pre industrial revolution-esque footwear ? guys tryin grapes wrath today ?	0.45034835	0.458
So excited to watch @RuPaulsDragRace #allstars \n #RuPaul 	excited watch allstars rupaul	0.29871258	0.208
@tomwilcox77 @mattgrime fuming	fuming	0.7696542	0.729
@Kruzer You're not stealing my girl, I've solo'd Crota's End flawlessly. Do not try or face the wrath of the machine ðŸ˜¤	stealing girl solo would crota end flawlessly. try face wrath machine ðÿ˜¤	0.55745476	0.458
A persons opinion doesn't offend me at all	persons opinion offend	0.5122958	0.354
@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !	bitter sums ! congrats nicole ! folks bb18 onto survivor !	0.4122956	0.354
I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry	hate answers need. tomourssuck prayinsnotcancer angry	0.56368023	0.792
I hate not having the answers I need. #tomourssuck #prayinsnotcancer 	hate answers need. tomourssuck prayinsnotcancer	0.48524997	0.583
Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol	mia worst road rage ever seen gets mad put hands windows lol	0.5534864	0.5
Think of #anger as this barrier between you and your truth.' @laurascoe	think anger barrier truth.'	0.5909714	0.438
@Pharah_Amari [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --	[reyes snarled frustrated anger steel claws flexing dangerously. uttered damning words seems snap --	0.5567629	0.5
@Grace_thomas473 you keep talkin shit and trying to offend me but you're just petty as fuck	keep talkin shit trying offend petty fuck	0.6506855	0.646
so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.	many 'protests peace' going lately see people burning cities hometowns. practice u preach.	0.45132667	0.722
One more day tiff.. One more day!	one day tiff.. one day !	0.48463595	0.208
For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote	every minute angry lose sixty seconds happiness. - ralph waldo emerson quote	0.483948	0.384
Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously	hey white people there; offended people refer cock asian ? noseriously	0.5486779	0.604
Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.	people even debating race inequality within justice system like non existent ? trying aggravate us.	0.5993318	0.76
In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.	inter-group relationships anger makes people think negative prejudiced terms outsiders.	0.54901433	0.408
@Felisariel Your stomach growl woke you up, huh?	stomach growl woke huh ?	0.45179555	0.292
Y'all do the most on twitter and snap	y'all twitter snap	0.55923605	0.396
@gypsydragoness chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +	chuckle. 'any idea girl ?' dragoness let frustrated growl blowing smoke nostrils. old man nodded +	0.53011745	0.417
@Blewberry02CP Content updates provoke that income.	content updates provoke income.	0.424077	0.333
@RMCunliffe I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?	read articles people rage horrible 'cybernats' are. got ?	0.5332879	0.604
She's foaming at the lips the one between her hips @realobietrice, one of many great lyrics	foaming lips one hips one many great lyrics	0.58537006	0.292
Is there a perfume that smells like the smell of smokey incense because i would be all about that	perfume smells like smell smokey incense would	0.39909896	0.096
@AdamSinger bubble implies it will burst?	bubble implies burst ?	0.2962504	0.438
@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through	easy blow lt run play. created seam sua burst	0.48630735	0.337
Goddamn headache. #anger	goddamn headache. anger	0.6725028	0.75
Goddamn headache. 	goddamn headache.	0.58877736	0.646
@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #anger #love #conflictedðŸ˜¬	: whaaaat ? ! ? oh hell no. jealous got paid fuck whole new level. anger love conflictedðÿ˜¬	0.64951247	0.792
@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level.  #love #conflictedðŸ˜¬	: whaaaat ? ! ? oh hell no. jealous got paid fuck whole new level. love conflictedðÿ˜¬	0.632763	0.604
@BitchestheCat Look at those teef! 	look teef !	0.22865427	0.396
@BitchestheCat Look at those teef! #growl	look teef ! growl	0.3615601	0.333
Never let me see you frown	never let see frown	0.4311193	0.229
People who go the speed limit irritate me	people go speed limit irritate	0.48419517	0.667
hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18	hey long time tweet im rooting paul win bc one played bb james 2nd bc doesnt irritate bb18	0.5091631	0.312
@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. #offended	us diver named steele johnson. would like barred olympics. offended	0.5032721	0.604
@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. 	us diver named steele johnson. would like barred olympics.	0.44088355	0.354
Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge	glad watch smackdown ca see men lose. sohurt revenge	0.5154467	0.542
Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt 	glad watch smackdown ca see men lose. sohurt	0.40307873	0.354
finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet	finally leaving first job soon. working since 16. going kind bitter sweet	0.494814	0.312
LGBTQ media should inform, inspire, entertain &amp;unite our community. It shouldn't give platform 2 those whose goal is 2 offend us 4 attention	lgbtq media inform inspire entertain &unite community. give platform 2 whose goal 2 offend us 4 attention	0.5182998	0.5
Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations	cuz even bible talks son coming back fiery sword got mother. called whore revelations	0.5124523	0.396
meeting tiff at the mall soon, congrats on getting that L babesâ£	meeting tiff mall soon congrats getting l babesâ£	0.5119033	0.208
Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of #anger.	anger willing take people & world general & police worst indefensible kind anger.	0.5165441	0.729
Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .	anger willing take people & world general & police worst indefensible kind .	0.49599668	0.667
@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !	might pout star baker tho !	0.5166347	0.5
He's seriously so frustrating sometimes! (â•¯Â°â–¡Â°ï¼‰â•¯ï¸µ â”»â”â”» #ugh #raging	seriously frustrating sometimes ! â•¯â°â–¡â°ï¼‰â•¯ï¸µ â”»â”â”» ugh raging	0.54160964	0.688
He's seriously so frustrating sometimes! (â•¯Â°â–¡Â°ï¼‰â•¯ï¸µ â”»â”â”» #ugh 	seriously frustrating sometimes ! â•¯â°â–¡â°ï¼‰â•¯ï¸µ â”»â”â”» ugh	0.43940914	0.554
@Sirenja_ @JaxOfBo (like, hope i didn't offend with my commentary - it wasn't what I was intending!)	like hope offend commentary - intending !	0.38869107	0.5
@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema	first resulted angrily sobbing ranting finnick cinema	0.7332335	0.562
#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O	pain aspect human evolution; evolution consciousness. attachments desire apathy sentimentality tears fury anger	0.4500812	0.562
#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears   #O	pain aspect human evolution; evolution consciousness. attachments desire apathy sentimentality tears	0.35802644	0.479
i used to think the fire detector going off at my old place when boiling water was bad but this one went off bc of DUST and wouldnt turn off	used think fire detector going old place boiling water bad one went bc dust wouldnt turn	0.53941005	0.646
@Claymakerbigsi @toghar11 @scott_mulligan_ @BoxingFanatic_ Fucker blocked me 2 years ago over a question lol - proper holds a grudge old Joe	fucker blocked 2 years ago question lol - proper holds grudge old joe	0.6818567	0.625
Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating. #rage #smrtruinslives	fucking hell. rush damn train also use. fucking 4min wait. still sweating. rage smrtruinslives	0.759406	0.917
